type,distribution,algorithm,n,batch,reps,median_ns_total,min_ns_total,ns_per_elem
pair64,organ_pipe,sized,16,4096,64,72182.0,70892.0,1.1014
pair64,organ_pipe,std_partition,24,2730,64,58731.0,58631.0,0.8964
pair64,organ_pipe,lomuto,24,2730,64,71702.0,71631.0,1.0944
pair64,organ_pipe,lomuto_branchless,24,2730,64,70421.0,69852.0,1.0748
pair64,organ_pipe,hoare,24,2730,64,47221.0,46951.0,0.7207
pair64,organ_pipe,hoare_guarded,24,2730,64,79231.0,78761.0,1.2093
pair64,organ_pipe,block,24,2730,64,49661.0,49411.0,0.7580
pair64,organ_pipe,boost_block,24,2730,64,99062.0,97823.0,1.5119
pair64,organ_pipe,fulcrum,24,2730,64,100252.0,99692.0,1.5301
pair64,organ_pipe,block_simd_amd,24,2730,64,100222.0,99653.0,1.5296
pair64,organ_pipe,sized,24,2730,64,70852.0,70732.0,1.0814
pair64,organ_pipe,std_partition,64,1024,64,63582.0,62831.0,0.9702
pair64,organ_pipe,lomuto,64,1024,64,74471.0,74052.0,1.1363
pair64,organ_pipe,lomuto_branchless,64,1024,64,77482.0,76912.0,1.1823
pair64,organ_pipe,hoare,64,1024,64,52071.0,51552.0,0.7945
pair64,organ_pipe,hoare_guarded,64,1024,64,85922.0,85842.0,1.3111
pair64,organ_pipe,block,64,1024,64,52111.0,52031.0,0.7952
pair64,organ_pipe,boost_block,64,1024,64,92522.0,92002.0,1.4118
pair64,organ_pipe,fulcrum,64,1024,64,93452.0,93382.0,1.4260
pair64,organ_pipe,block_simd_amd,64,1024,64,93432.0,92772.0,1.4257
pair64,organ_pipe,sized,64,1024,64,92972.0,92863.0,1.4186
pair64,organ_pipe,std_partition,256,256,64,57431.0,57391.0,0.8763
pair64,organ_pipe,lomuto,256,256,64,70612.0,70232.0,1.0775
pair64,organ_pipe,lomuto_branchless,256,256,64,71882.0,71511.0,1.0968
pair64,organ_pipe,hoare,256,256,64,44421.0,44391.0,0.6778
pair64,organ_pipe,hoare_guarded,256,256,64,83972.0,83512.0,1.2813
pair64,organ_pipe,block,256,256,64,44191.0,44141.0,0.6743
pair64,organ_pipe,boost_block,256,256,64,85882.0,85322.0,1.3105
pair64,organ_pipe,fulcrum,256,256,64,71642.0,71082.0,1.0932
pair64,organ_pipe,block_simd_amd,256,256,64,85942.0,85872.0,1.3114
pair64,organ_pipe,sized,256,256,64,85742.0,85712.0,1.3083
pair64,organ_pipe,std_partition,1024,64,64,49681.0,49451.0,0.7581
pair64,organ_pipe,lomuto,1024,64,64,56411.0,56111.0,0.8608
pair64,organ_pipe,lomuto_branchless,1024,64,64,62711.0,57281.0,0.9569
pair64,organ_pipe,hoare,1024,64,64,36081.0,35890.0,0.5506
pair64,organ_pipe,hoare_guarded,1024,64,64,70102.0,69721.0,1.0697
pair64,organ_pipe,block,1024,64,64,59741.0,59372.0,0.9116
pair64,organ_pipe,boost_block,1024,64,64,77632.0,77052.0,1.1846
pair64,organ_pipe,fulcrum,1024,64,64,56081.0,55881.0,0.8557
pair64,organ_pipe,block_simd_amd,1024,64,64,77762.0,77661.0,1.1866
pair64,organ_pipe,sized,1024,64,64,77642.0,77572.0,1.1847
pair64,organ_pipe,std_partition,4096,16,64,37650.0,33931.0,0.5745
pair64,organ_pipe,lomuto,4096,16,64,45561.0,45201.0,0.6952
pair64,organ_pipe,lomuto_branchless,4096,16,64,53092.0,52431.0,0.8101
pair64,organ_pipe,hoare,4096,16,64,29900.0,24020.0,0.4562
pair64,organ_pipe,hoare_guarded,4096,16,64,59292.0,59012.0,0.9047
pair64,organ_pipe,block,4096,16,64,56611.0,55971.0,0.8638
pair64,organ_pipe,boost_block,4096,16,64,71712.0,71182.0,1.0942
pair64,organ_pipe,fulcrum,4096,16,64,46311.0,45951.0,0.7066
pair64,organ_pipe,block_simd_amd,4096,16,64,72401.0,71682.0,1.1048
pair64,organ_pipe,sized,4096,16,64,71601.0,71192.0,1.0925
pair64,organ_pipe,std_partition,65536,1,64,33491.0,31780.0,0.5110
pair64,organ_pipe,lomuto,65536,1,64,42001.0,41950.0,0.6409
pair64,organ_pipe,lomuto_branchless,65536,1,64,50351.0,42481.0,0.7683
pair64,organ_pipe,hoare,65536,1,64,26601.0,21390.0,0.4059
pair64,organ_pipe,hoare_guarded,65536,1,64,55851.0,55831.0,0.8522
pair64,organ_pipe,block,65536,1,64,55242.0,54751.0,0.8429
pair64,organ_pipe,boost_block,65536,1,64,69642.0,69251.0,1.0627
pair64,organ_pipe,fulcrum,65536,1,64,42581.0,42351.0,0.6497
pair64,organ_pipe,block_simd_amd,65536,1,64,69642.0,69621.0,1.0627
pair64,organ_pipe,sized,65536,1,64,69982.0,69621.0,1.0678
pair64,organ_pipe,std_partition,262144,1,16,117782.0,115742.0,0.4493
pair64,organ_pipe,lomuto,262144,1,16,166454.0,165594.0,0.6350
pair64,organ_pipe,lomuto_branchless,262144,1,16,175114.0,169054.0,0.6680
pair64,organ_pipe,hoare,262144,1,16,87472.0,84352.0,0.3337
pair64,organ_pipe,hoare_guarded,262144,1,16,223295.0,222985.0,0.8518
pair64,organ_pipe,block,262144,1,16,220715.0,219455.0,0.8420
pair64,organ_pipe,boost_block,262144,1,16,278047.0,277986.0,1.0607
pair64,organ_pipe,fulcrum,262144,1,16,170064.0,169034.0,0.6487
pair64,organ_pipe,block_simd_amd,262144,1,16,279446.0,277956.0,1.0660
pair64,organ_pipe,sized,262144,1,16,278027.0,277947.0,1.0606
pair64,organ_pipe,std_partition,1048576,1,5,502702.0,490521.0,0.4794
pair64,organ_pipe,lomuto,1048576,1,5,673056.0,671796.0,0.6419
pair64,organ_pipe,lomuto_branchless,1048576,1,5,702367.0,696815.0,0.6698
pair64,organ_pipe,hoare,1048576,1,5,591414.0,468571.0,0.5640
pair64,organ_pipe,hoare_guarded,1048576,1,5,900821.0,894221.0,0.8591
pair64,organ_pipe,block,1048576,1,5,889511.0,887420.0,0.8483
pair64,organ_pipe,boost_block,1048576,1,5,1119585.0,1113906.0,1.0677
pair64,organ_pipe,fulcrum,1048576,1,5,705696.0,695746.0,0.6730
pair64,organ_pipe,block_simd_amd,1048576,1,5,1123006.0,1115885.0,1.0710
pair64,organ_pipe,sized,1048576,1,5,1118385.0,1114746.0,1.0666
pair64,organ_pipe,std_partition,4194304,1,5,3247474.0,2957847.0,0.7743
pair64,organ_pipe,lomuto,4194304,1,5,3373107.0,3352326.0,0.8042
pair64,organ_pipe,lomuto_branchless,4194304,1,5,4332299.0,4253027.0,1.0329
pair64,organ_pipe,hoare,4194304,1,5,2810364.0,2800604.0,0.6700
pair64,organ_pipe,hoare_guarded,4194304,1,5,3945170.0,3938980.0,0.9406
pair64,organ_pipe,block,4194304,1,5,3997372.0,3955951.0,0.9530
pair64,organ_pipe,boost_block,4194304,1,5,4743619.0,4661797.0,1.1310
pair64,organ_pipe,fulcrum,4194304,1,5,4423761.0,4419201.0,1.0547
pair64,organ_pipe,block_simd_amd,4194304,1,5,4672467.0,4628546.0,1.1140
pair64,organ_pipe,sized,4194304,1,5,4716858.0,4620475.0,1.1246
pair64,median_of_3_killer,std_partition,4,16384,64,63772.0,63032.0,0.9731
pair64,median_of_3_killer,lomuto,4,16384,64,67291.0,62862.0,1.0268
pair64,median_of_3_killer,lomuto_branchless,4,16384,64,72652.0,70532.0,1.1086
pair64,median_of_3_killer,hoare,4,16384,64,79451.0,73542.0,1.2123
pair64,median_of_3_killer,hoare_guarded,4,16384,64,42221.0,41921.0,0.6442
pair64,median_of_3_killer,block,4,16384,64,80572.0,80092.0,1.2294
pair64,median_of_3_killer,boost_block,4,16384,64,83402.0,61532.0,1.2726
pair64,median_of_3_killer,fulcrum,4,16384,64,62361.0,59711.0,0.9516
pair64,median_of_3_killer,block_simd_amd,4,16384,64,67192.0,62692.0,1.0253
pair64,median_of_3_killer,sized,4,16384,64,121632.0,120013.0,1.8560
pair64,median_of_3_killer,std_partition,8,8192,64,57882.0,57761.0,0.8832
pair64,median_of_3_killer,lomuto,8,8192,64,60321.0,59491.0,0.9204
pair64,median_of_3_killer,lomuto_branchless,8,8192,64,71682.0,70971.0,1.0938
pair64,median_of_3_killer,hoare,8,8192,64,66471.0,59791.0,1.0143
pair64,median_of_3_killer,hoare_guarded,8,8192,64,62832.0,62751.0,0.9587
pair64,median_of_3_killer,block,8,8192,64,61142.0,61011.0,0.9330
pair64,median_of_3_killer,boost_block,8,8192,64,52521.0,51682.0,0.8014
pair64,median_of_3_killer,fulcrum,8,8192,64,52371.0,52261.0,0.7991
pair64,median_of_3_killer,block_simd_amd,8,8192,64,52332.0,52121.0,0.7985
pair64,median_of_3_killer,sized,8,8192,64,154643.0,152893.0,2.3597
pair64,median_of_3_killer,std_partition,16,4096,64,58981.0,58862.0,0.9000
pair64,median_of_3_killer,lomuto,16,4096,64,60611.0,60561.0,0.9249
pair64,median_of_3_killer,lomuto_branchless,16,4096,64,70921.0,69952.0,1.0822
pair64,median_of_3_killer,hoare,16,4096,64,53651.0,53101.0,0.8186
pair64,median_of_3_killer,hoare_guarded,16,4096,64,75792.0,75392.0,1.1565
pair64,median_of_3_killer,block,16,4096,64,58341.0,56351.0,0.8902
pair64,median_of_3_killer,boost_block,16,4096,64,106102.0,105523.0,1.6190
pair64,median_of_3_killer,fulcrum,16,4096,64,106193.0,106092.0,1.6204
pair64,median_of_3_killer,block_simd_amd,16,4096,64,108772.0,106152.0,1.6597
pair64,median_of_3_killer,sized,16,4096,64,183604.0,182524.0,2.8016
pair64,median_of_3_killer,std_partition,24,2730,64,59782.0,59211.0,0.9124
pair64,median_of_3_killer,lomuto,24,2730,64,59162.0,58791.0,0.9030
pair64,median_of_3_killer,lomuto_branchless,24,2730,64,70232.0,69802.0,1.0719
pair64,median_of_3_killer,hoare,24,2730,64,54341.0,49381.0,0.8294
pair64,median_of_3_killer,hoare_guarded,24,2730,64,78351.0,77892.0,1.1958
pair64,median_of_3_killer,block,24,2730,64,51621.0,51462.0,0.7879
pair64,median_of_3_killer,boost_block,24,2730,64,100323.0,98503.0,1.5312
pair64,median_of_3_killer,fulcrum,24,2730,64,98642.0,98552.0,1.5055
pair64,median_of_3_killer,block_simd_amd,24,2730,64,98662.0,98552.0,1.5058
pair64,median_of_3_killer,sized,24,2730,64,225295.0,223796.0,3.4386
pair64,median_of_3_killer,std_partition,64,1024,64,64331.0,64051.0,0.9816
pair64,median_of_3_killer,lomuto,64,1024,64,64941.0,64711.0,0.9909
pair64,median_of_3_killer,lomuto_branchless,64,1024,64,81862.0,81172.0,1.2491
pair64,median_of_3_killer,hoare,64,1024,64,55921.0,55521.0,0.8533
pair64,median_of_3_killer,hoare_guarded,64,1024,64,86402.0,85922.0,1.3184
pair64,median_of_3_killer,block,64,1024,64,56921.0,56681.0,0.8685
pair64,median_of_3_killer,boost_block,64,1024,64,93222.0,92682.0,1.4225
pair64,median_of_3_killer,fulcrum,64,1024,64,93312.0,93272.0,1.4238
pair64,median_of_3_killer,block_simd_amd,64,1024,64,93932.0,93342.0,1.4333
pair64,median_of_3_killer,sized,64,1024,64,92362.0,92292.0,1.4093
pair64,median_of_3_killer,std_partition,256,256,64,58591.0,58252.0,0.8940
pair64,median_of_3_killer,lomuto,256,256,64,57632.0,57571.0,0.8794
pair64,median_of_3_killer,lomuto_branchless,256,256,64,72962.0,72511.0,1.1133
pair64,median_of_3_killer,hoare,256,256,64,45301.0,45271.0,0.6912
pair64,median_of_3_killer,hoare_guarded,256,256,64,85102.0,84622.0,1.2986
pair64,median_of_3_killer,block,256,256,64,45271.0,45221.0,0.6908
pair64,median_of_3_killer,boost_block,256,256,64,85802.0,85332.0,1.3092
pair64,median_of_3_killer,fulcrum,256,256,64,71312.0,71031.0,1.0881
pair64,median_of_3_killer,block_simd_amd,256,256,64,85942.0,85872.0,1.3114
pair64,median_of_3_killer,sized,256,256,64,86012.0,85562.0,1.3124
pair64,median_of_3_killer,std_partition,1024,64,64,37051.0,36791.0,0.5654
pair64,median_of_3_killer,lomuto,1024,64,64,40780.0,36141.0,0.6223
pair64,median_of_3_killer,lomuto_branchless,1024,64,64,54801.0,50521.0,0.8362
pair64,median_of_3_killer,hoare,1024,64,64,34951.0,34291.0,0.5333
pair64,median_of_3_killer,hoare_guarded,1024,64,64,66282.0,64942.0,1.0114
pair64,median_of_3_killer,block,1024,64,64,58981.0,57842.0,0.9000
pair64,median_of_3_killer,boost_block,1024,64,64,76061.0,75302.0,1.1606
pair64,median_of_3_killer,fulcrum,1024,64,64,52691.0,51861.0,0.8040
pair64,median_of_3_killer,block_simd_amd,1024,64,64,76832.0,76452.0,1.1724
pair64,median_of_3_killer,sized,1024,64,64,76611.0,76142.0,1.1690
pair64,median_of_3_killer,std_partition,4096,16,64,31951.0,31211.0,0.4875
pair64,median_of_3_killer,lomuto,4096,16,64,37341.0,31280.0,0.5698
pair64,median_of_3_killer,lomuto_branchless,4096,16,64,46281.0,45531.0,0.7062
pair64,median_of_3_killer,hoare,4096,16,64,31461.0,30631.0,0.4801
pair64,median_of_3_killer,hoare_guarded,4096,16,64,60221.0,59662.0,0.9189
pair64,median_of_3_killer,block,4096,16,64,56931.0,56312.0,0.8687
pair64,median_of_3_killer,boost_block,4096,16,64,72032.0,71741.0,1.0991
pair64,median_of_3_killer,fulcrum,4096,16,64,46861.0,45411.0,0.7150
pair64,median_of_3_killer,block_simd_amd,4096,16,64,72232.0,71402.0,1.1022
pair64,median_of_3_killer,sized,4096,16,64,72112.0,71432.0,1.1003
pair64,median_of_3_killer,std_partition,65536,1,64,30130.0,29151.0,0.4597
pair64,median_of_3_killer,lomuto,65536,1,64,37031.0,28981.0,0.5650
pair64,median_of_3_killer,lomuto_branchless,65536,1,64,44171.0,42961.0,0.6740
pair64,median_of_3_killer,hoare,65536,1,64,30211.0,29611.0,0.4610
pair64,median_of_3_killer,hoare_guarded,65536,1,64,58131.0,57371.0,0.8870
pair64,median_of_3_killer,block,65536,1,64,55851.0,55331.0,0.8522
pair64,median_of_3_killer,boost_block,65536,1,64,70782.0,70081.0,1.0800
pair64,median_of_3_killer,fulcrum,65536,1,64,45261.0,43471.0,0.6906
pair64,median_of_3_killer,block_simd_amd,65536,1,64,70952.0,70202.0,1.0826
pair64,median_of_3_killer,sized,65536,1,64,70901.0,70492.0,1.0819
pair64,median_of_3_killer,std_partition,262144,1,16,111422.0,110813.0,0.4250
pair64,median_of_3_killer,lomuto,262144,1,16,119603.0,110953.0,0.4562
pair64,median_of_3_killer,lomuto_branchless,262144,1,16,169684.0,168974.0,0.6473
pair64,median_of_3_killer,hoare,262144,1,16,112122.0,112083.0,0.4277
pair64,median_of_3_killer,hoare_guarded,262144,1,16,222935.0,222535.0,0.8504
pair64,median_of_3_killer,block,262144,1,16,220825.0,218665.0,0.8424
pair64,median_of_3_killer,boost_block,262144,1,16,278036.0,277916.0,1.0606
pair64,median_of_3_killer,fulcrum,262144,1,16,171354.0,170494.0,0.6537
pair64,median_of_3_killer,block_simd_amd,262144,1,16,279356.0,277897.0,1.0657
pair64,median_of_3_killer,sized,262144,1,16,279436.0,277896.0,1.0660
pair64,median_of_3_killer,std_partition,1048576,1,5,489441.0,483761.0,0.4668
pair64,median_of_3_killer,lomuto,1048576,1,5,480911.0,474451.0,0.4586
pair64,median_of_3_killer,lomuto_branchless,1048576,1,5,689275.0,686866.0,0.6573
pair64,median_of_3_killer,hoare,1048576,1,5,473381.0,377929.0,0.4515
pair64,median_of_3_killer,hoare_guarded,1048576,1,5,896701.0,891281.0,0.8552
pair64,median_of_3_killer,block,1048576,1,5,888550.0,883581.0,0.8474
pair64,median_of_3_killer,boost_block,1048576,1,5,1120375.0,1115975.0,1.0685
pair64,median_of_3_killer,fulcrum,1048576,1,5,699226.0,691356.0,0.6668
pair64,median_of_3_killer,block_simd_amd,1048576,1,5,1126996.0,1115406.0,1.0748
pair64,median_of_3_killer,sized,1048576,1,5,1123176.0,1117746.0,1.0711
pair64,median_of_3_killer,std_partition,4194304,1,5,2935527.0,2928018.0,0.6999
pair64,median_of_3_killer,lomuto,4194304,1,5,2894737.0,2885096.0,0.6902
pair64,median_of_3_killer,lomuto_branchless,4194304,1,5,4330409.0,4302808.0,1.0324
pair64,median_of_3_killer,hoare,4194304,1,5,2975058.0,2935597.0,0.7093
pair64,median_of_3_killer,hoare_guarded,4194304,1,5,3959381.0,3949730.0,0.9440
pair64,median_of_3_killer,block,4194304,1,5,3966921.0,3953691.0,0.9458
pair64,median_of_3_killer,boost_block,4194304,1,5,4693037.0,4622536.0,1.1189
pair64,median_of_3_killer,fulcrum,4194304,1,5,4447252.0,4424361.0,1.0603
pair64,median_of_3_killer,block_simd_amd,4194304,1,5,4719218.0,4680417.0,1.1251
pair64,median_of_3_killer,sized,4194304,1,5,4635346.0,4619506.0,1.1052
pair64f,random_uniform,std_partition,4,16384,64,118242.0,117332.0,1.8042
pair64f,random_uniform,lomuto,4,16384,64,124273.0,122743.0,1.8963
pair64f,random_uniform,lomuto_branchless,4,16384,64,50092.0,49531.0,0.7643
pair64f,random_uniform,hoare,4,16384,64,123033.0,121293.0,1.8773
pair64f,random_uniform,hoare_guarded,4,16384,64,143743.0,141833.0,2.1933
pair64f,random_uniform,block,4,16384,64,125073.0,121863.0,1.9085
pair64f,random_uniform,boost_block,4,16384,64,120703.0,119913.0,1.8418
pair64f,random_uniform,fulcrum,4,16384,64,124173.0,122503.0,1.8947
pair64f,random_uniform,block_simd_amd,4,16384,64,121683.0,120412.0,1.8567
pair64f,random_uniform,sized,4,16384,64,50162.0,49701.0,0.7654
pair64f,random_uniform,std_partition,8,8192,64,125153.0,123853.0,1.9097
pair64f,random_uniform,lomuto,8,8192,64,136763.0,135493.0,2.0868
pair64f,random_uniform,lomuto_branchless,8,8192,64,48921.0,48541.0,0.7465
pair64f,random_uniform,hoare,8,8192,64,130353.0,128473.0,1.9890
pair64f,random_uniform,hoare_guarded,8,8192,64,136323.0,134713.0,2.0801
pair64f,random_uniform,block,8,8192,64,127633.0,125993.0,1.9475
pair64f,random_uniform,boost_block,8,8192,64,126253.0,124543.0,1.9265
pair64f,random_uniform,fulcrum,8,8192,64,130173.0,129053.0,1.9863
pair64f,random_uniform,block_simd_amd,8,8192,64,128453.0,126943.0,1.9600
pair64f,random_uniform,sized,8,8192,64,48661.0,48142.0,0.7425
pair64f,random_uniform,std_partition,16,4096,64,136193.0,134453.0,2.0781
pair64f,random_uniform,lomuto,16,4096,64,142954.0,141803.0,2.1813
pair64f,random_uniform,lomuto_branchless,16,4096,64,48881.0,48751.0,0.7459
pair64f,random_uniform,hoare,16,4096,64,144363.0,142074.0,2.2028
pair64f,random_uniform,hoare_guarded,16,4096,64,142814.0,140833.0,2.1792
pair64f,random_uniform,block,16,4096,64,140253.0,138733.0,2.1401
pair64f,random_uniform,boost_block,16,4096,64,112192.0,111142.0,1.7119
pair64f,random_uniform,fulcrum,16,4096,64,111512.0,110703.0,1.7015
pair64f,random_uniform,block_simd_amd,16,4096,64,110922.0,109642.0,1.6925
pair64f,random_uniform,sized,16,4096,64,49761.0,49381.0,0.7593
pair64f,random_uniform,std_partition,24,2730,64,129393.0,128543.0,1.9749
pair64f,random_uniform,lomuto,24,2730,64,138523.0,136963.0,2.1142
pair64f,random_uniform,lomuto_branchless,24,2730,64,48391.0,47801.0,0.7386
pair64f,random_uniform,hoare,24,2730,64,137643.0,135863.0,2.1008
pair64f,random_uniform,hoare_guarded,24,2730,64,138813.0,135653.0,2.1186
pair64f,random_uniform,block,24,2730,64,136563.0,134033.0,2.0843
pair64f,random_uniform,boost_block,24,2730,64,91653.0,90742.0,1.3989
pair64f,random_uniform,fulcrum,24,2730,64,89582.0,88302.0,1.3672
pair64f,random_uniform,block_simd_amd,24,2730,64,91932.0,90612.0,1.4031
pair64f,random_uniform,sized,24,2730,64,48941.0,48731.0,0.7470
pair64f,random_uniform,std_partition,64,1024,64,117713.0,114582.0,1.7962
pair64f,random_uniform,lomuto,64,1024,64,121133.0,120003.0,1.8483
pair64f,random_uniform,lomuto_branchless,64,1024,64,47451.0,47121.0,0.7240
pair64f,random_uniform,hoare,64,1024,64,124083.0,122173.0,1.8934
pair64f,random_uniform,hoare_guarded,64,1024,64,123443.0,121443.0,1.8836
pair64f,random_uniform,block,64,1024,64,120743.0,118253.0,1.8424
pair64f,random_uniform,boost_block,64,1024,64,58571.0,57941.0,0.8937
pair64f,random_uniform,fulcrum,64,1024,64,58151.0,57691.0,0.8873
pair64f,random_uniform,block_simd_amd,64,1024,64,58412.0,57871.0,0.8913
pair64f,random_uniform,sized,64,1024,64,58622.0,58181.0,0.8945
pair64f,random_uniform,std_partition,256,256,64,112562.0,110882.0,1.7176
pair64f,random_uniform,lomuto,256,256,64,118793.0,117732.0,1.8126
pair64f,random_uniform,lomuto_branchless,256,256,64,47401.0,47081.0,0.7233
pair64f,random_uniform,hoare,256,256,64,118512.0,117193.0,1.8083
pair64f,random_uniform,hoare_guarded,256,256,64,115283.0,113353.0,1.7591
pair64f,random_uniform,block,256,256,64,112353.0,110392.0,1.7144
pair64f,random_uniform,boost_block,256,256,64,54051.0,53571.0,0.8248
pair64f,random_uniform,fulcrum,256,256,64,53371.0,53091.0,0.8144
pair64f,random_uniform,block_simd_amd,256,256,64,54241.0,53641.0,0.8277
pair64f,random_uniform,sized,256,256,64,54392.0,53711.0,0.8300
pair64f,random_uniform,std_partition,1024,64,64,113912.0,112743.0,1.7382
pair64f,random_uniform,lomuto,1024,64,64,122643.0,121243.0,1.8714
pair64f,random_uniform,lomuto_branchless,1024,64,64,47051.0,46931.0,0.7179
pair64f,random_uniform,hoare,1024,64,64,118863.0,117543.0,1.8137
pair64f,random_uniform,hoare_guarded,1024,64,64,116532.0,113712.0,1.7781
pair64f,random_uniform,block,1024,64,64,47391.0,46781.0,0.7231
pair64f,random_uniform,boost_block,1024,64,64,36471.0,36150.0,0.5565
pair64f,random_uniform,fulcrum,1024,64,64,47081.0,46782.0,0.7184
pair64f,random_uniform,block_simd_amd,1024,64,64,36211.0,35691.0,0.5525
pair64f,random_uniform,sized,1024,64,64,36601.0,36291.0,0.5585
pair64f,random_uniform,std_partition,4096,16,64,100653.0,99412.0,1.5358
pair64f,random_uniform,lomuto,4096,16,64,111582.0,110492.0,1.7026
pair64f,random_uniform,lomuto_branchless,4096,16,64,47151.0,46801.0,0.7195
pair64f,random_uniform,hoare,4096,16,64,105722.0,104322.0,1.6132
pair64f,random_uniform,hoare_guarded,4096,16,64,100742.0,98392.0,1.5372
pair64f,random_uniform,block,4096,16,64,42301.0,41811.0,0.6455
pair64f,random_uniform,boost_block,4096,16,64,31931.0,31681.0,0.4872
pair64f,random_uniform,fulcrum,4096,16,64,44671.0,44351.0,0.6816
pair64f,random_uniform,block_simd_amd,4096,16,64,31881.0,31500.0,0.4865
pair64f,random_uniform,sized,4096,16,64,32301.0,31651.0,0.4929
pair64f,random_uniform,std_partition,65536,1,64,120373.0,117803.0,1.8367
pair64f,random_uniform,lomuto,65536,1,64,132793.0,131983.0,2.0263
pair64f,random_uniform,lomuto_branchless,65536,1,64,47221.0,46681.0,0.7205
pair64f,random_uniform,hoare,65536,1,64,125843.0,124523.0,1.9202
pair64f,random_uniform,hoare_guarded,65536,1,64,127943.0,124963.0,1.9523
pair64f,random_uniform,block,65536,1,64,42281.0,41911.0,0.6452
pair64f,random_uniform,boost_block,65536,1,64,32901.0,32480.0,0.5020
pair64f,random_uniform,fulcrum,65536,1,64,43981.0,43711.0,0.6711
pair64f,random_uniform,block_simd_amd,65536,1,64,32931.0,32450.0,0.5025
pair64f,random_uniform,sized,65536,1,64,33071.0,32851.0,0.5046
pair64f,random_uniform,std_partition,262144,1,16,355658.0,352358.0,1.3567
pair64f,random_uniform,lomuto,262144,1,16,388379.0,382459.0,1.4815
pair64f,random_uniform,lomuto_branchless,262144,1,16,189274.0,188234.0,0.7220
pair64f,random_uniform,hoare,262144,1,16,389709.0,383799.0,1.4866
pair64f,random_uniform,hoare_guarded,262144,1,16,373358.0,368019.0,1.4242
pair64f,random_uniform,block,262144,1,16,162963.0,161814.0,0.6217
pair64f,random_uniform,boost_block,262144,1,16,124673.0,124123.0,0.4756
pair64f,random_uniform,fulcrum,262144,1,16,179944.0,178194.0,0.6864
pair64f,random_uniform,block_simd_amd,262144,1,16,125083.0,124283.0,0.4772
pair64f,random_uniform,sized,262144,1,16,124683.0,124143.0,0.4756
pair64f,random_uniform,std_partition,1048576,1,5,2590199.0,2577469.0,2.4702
pair64f,random_uniform,lomuto,1048576,1,5,2733602.0,2723033.0,2.6070
pair64f,random_uniform,lomuto_branchless,1048576,1,5,759978.0,758828.0,0.7248
pair64f,random_uniform,hoare,1048576,1,5,2714872.0,2708352.0,2.5891
pair64f,random_uniform,hoare_guarded,1048576,1,5,2751803.0,2735492.0,2.6243
pair64f,random_uniform,block,1048576,1,5,698846.0,694145.0,0.6665
pair64f,random_uniform,boost_block,1048576,1,5,554583.0,546462.0,0.5289
pair64f,random_uniform,fulcrum,1048576,1,5,769738.0,764607.0,0.7341
pair64f,random_uniform,block_simd_amd,1048576,1,5,551702.0,545423.0,0.5261
pair64f,random_uniform,sized,1048576,1,5,554013.0,547692.0,0.5283
pair64f,random_uniform,std_partition,4194304,1,5,5634939.0,5617919.0,1.3435
pair64f,random_uniform,lomuto,4194304,1,5,6896517.0,6775535.0,1.6443
pair64f,random_uniform,lomuto_branchless,4194304,1,5,5168768.0,4997845.0,1.2323
pair64f,random_uniform,hoare,4194304,1,5,5947426.0,5937326.0,1.4180
pair64f,random_uniform,hoare_guarded,4194304,1,5,6641962.0,6635272.0,1.5836
pair64f,random_uniform,block,4194304,1,5,3975181.0,3900859.0,0.9478
pair64f,random_uniform,boost_block,4194304,1,5,3950191.0,3932900.0,0.9418
pair64f,random_uniform,fulcrum,4194304,1,5,4266017.0,4251357.0,1.0171
pair64f,random_uniform,block_simd_amd,4194304,1,5,3982641.0,3914349.0,0.9495
pair64f,random_uniform,sized,4194304,1,5,4044363.0,3966930.0,0.9643
pair64f,few_unique,std_partition,4,16384,64,99722.0,98362.0,1.5216
pair64f,few_unique,lomuto,4,16384,64,105802.0,104952.0,1.6144
pair64f,few_unique,lomuto_branchless,4,16384,64,50232.0,49611.0,0.7665
pair64f,few_unique,hoare,4,16384,64,102982.0,102372.0,1.5714
pair64f,few_unique,hoare_guarded,4,16384,64,124463.0,123413.0,1.8992
pair64f,few_unique,block,4,16384,64,107083.0,104753.0,1.6340
pair64f,few_unique,boost_block,4,16384,64,101322.0,100393.0,1.5461
pair64f,few_unique,fulcrum,4,16384,64,103683.0,102532.0,1.5821
pair64f,few_unique,block_simd_amd,4,16384,64,101562.0,100682.0,1.5497
pair64f,few_unique,sized,4,16384,64,50481.0,49741.0,0.7703
pair64f,few_unique,std_partition,8,8192,64,111582.0,109823.0,1.7026
pair64f,few_unique,lomuto,8,8192,64,121593.0,120103.0,1.8554
pair64f,few_unique,lomuto_branchless,8,8192,64,48511.0,48031.0,0.7402
pair64f,few_unique,hoare,8,8192,64,117673.0,114093.0,1.7955
pair64f,few_unique,hoare_guarded,8,8192,64,124013.0,122453.0,1.8923
pair64f,few_unique,block,8,8192,64,112932.0,111773.0,1.7232
pair64f,few_unique,boost_block,8,8192,64,113512.0,110632.0,1.7321
pair64f,few_unique,fulcrum,8,8192,64,115343.0,113652.0,1.7600
pair64f,few_unique,block_simd_amd,8,8192,64,113133.0,112073.0,1.7263
pair64f,few_unique,sized,8,8192,64,48431.0,48231.0,0.7390
pair64f,few_unique,std_partition,16,4096,64,122443.0,120673.0,1.8683
pair64f,few_unique,lomuto,16,4096,64,129663.0,128533.0,1.9785
pair64f,few_unique,lomuto_branchless,16,4096,64,48071.0,47711.0,0.7335
